year,month,severity_score,severity_score_normalized,airport
2018,12,24.865269461077844,43.38254398401744,SFO
2022,6,33.5949098621421,84.99634955706678,SFO
2018,11,29.95336787564767,67.63728168600066,SFO
2018,6,33.505319148936174,84.56927463195899,SFO
2017,2,34.475675675675674,89.19492081955616,SFO
2017,11,25.824579831932773,47.95553364028095,SFO
2015,1,15.764587525150905,0.0,SFO
2017,5,33.26844262295082,83.4400948210733,SFO
2022,9,31.637122002085505,75.66366234216852,SFO
2015,5,33.64694471387003,85.24439736927269,SFO
2019,7,33.189834024896264,83.06537114798667,SFO
2018,2,25.75793184488837,47.63782566523505,SFO
2019,11,29.431017119838874,65.14725898237216,SFO
2017,6,34.10323253388947,87.41950101103605,SFO
2022,4,33.01787592008412,82.24565454895125,SFO
2017,1,33.24853228962818,83.34518315212507,SFO
2022,12,30.148837209302325,68.56907526196592,SFO
2018,4,33.829896907216494,86.11652229691055,SFO
2022,8,32.94387755102041,81.89290763138466,SFO
2019,10,29.44496707431797,36.74060283212492,SLC
2017,3,31.998183469573114,55.85531653932109,SLC
2017,8,31.084681255946716,49.0163610489802,SLC
2019,5,32.956989247311824,63.033438212180535,SLC
2017,10,27.10096153846154,19.19215107173225,SLC
2021,8,33.50766456266907,67.1560817210641,SLC
2016,7,32.32535885167464,58.304722618858776,SLC
2016,11,30.216589861751153,42.51737471058534,SLC
2021,6,31.352295409181636,51.01986060843217,SLC
2023,8,31.556914393226716,52.55174537399595,SLC
2023,9,31.918547595682043,55.25912072408229,SLC
2019,3,32.67536704730832,60.92506708599568,SLC
2021,5,30.4399243140965,44.18937326326116,SLC
2021,10,31.187895212285458,49.789074724823934,SLC
2023,7,33.55813953488372,67.53396377017468,SLC
2016,5,31.037477148080438,48.66296640160745,SLC
2019,8,31.190019193857964,49.80497596208423,SLC
2023,6,30.773346303501945,46.68554471312841,SLC
2021,11,24.537401574803148,0.0,SLC
2016,2,36.77888989990901,91.64618601041055,SLC
2019,6,31.414634146341463,51.486561008716556,SLC
2017,7,32.70992366412214,61.18377599853162,SLC
2021,9,29.6,37.901260422726416,SLC
2019,1,30.2834179357022,43.01768463478585,SLC
2019,2,37.19944082013048,94.79465021981724,SLC
2016,9,31.39830508474576,51.364313110697005,SLC
2023,3,36.83812405446294,92.08964388107528,SLC
2021,12,33.711934156378604,68.68535076778461,SLC
2016,10,30.080416272469254,41.49790797895928,SLC
2021,7,31.364915572232647,51.114341751552864,SLC
2023,2,31.848030018761726,54.73118925040775,SLC
2023,11,26.121013133208255,11.855744628059794,SLC
2017,12,31.297276853252647,50.60796291455853,SLC
2023,4,36.07142857142857,86.34976038117401,SLC
2017,9,30.443510737628383,44.216223106138585,SLC
2023,5,30.474452554744527,44.44786973697436,SLC
2021,3,31.18270079435128,49.750186594592655,SLC
2016,6,31.486083499005964,52.021468243091405,SLC
2021,2,33.92102846648301,70.25074016559552,SLC
2016,12,33.93322475570032,70.34204796743808,SLC
2016,1,30.542071197411005,44.95409827218231,SLC
2016,4,32.44075829383886,59.16866321670173,SLC
2019,4,31.812169312169313,54.462717239525496,SLC
2017,4,33.75,68.97033158813265,SLC
2019,9,31.367076631977294,51.13052057540808,SLC
2023,10,30.079737335834896,41.49282510411358,SLC
2021,1,29.713675213675213,38.75229254403194,SLC
2019,12,31.84790874524715,54.73028133343069,SLC
2017,2,32.82974742750234,62.08083937968013,SLC
2016,8,32.023696682464454,56.04632179883416,SLC
2017,11,26.11764705882353,11.830544434178567,SLC
2017,5,29.859681945743684,39.84537532698705,SLC
2023,12,27.68354430379747,23.553670444253,SLC
2019,7,32.5,59.612177622648844,SLC
2019,11,27.67304189435337,23.475043912583875,SLC
2017,6,30.178217821782177,42.230101544185835,SLC
2021,4,31.43573381950775,51.644524200805755,SLC
2017,1,37.89473684210526,100.0,SLC
2023,1,35.98428143712575,85.69733134080883,SLC
2016,3,32.37095363079615,58.64606898929182,SLC
2022,10,27.85238095238095,24.817669926221413,SLC
2024,7,31.218568665377177,50.018712242172214,SLC
2015,2,28.43979057591623,29.215325684501437,SLC
2020,6,31.781553398058254,54.233510489089234,SLC
2018,10,29.5817843866171,37.764888811036094,SLC
2015,12,34.258649093904445,72.77834481626196,SLC
2024,12,32.19430485762144,57.32358385554559,SLC
2020,11,28.249080882352942,27.78757314444104,SLC
2020,3,33.59444941808415,67.80579855214137,SLC
2024,3,32.26480836236934,57.85140997757523,SLC
2018,1,30.60683760683761,45.438973497146876,SLC
2018,3,33.261231281198,65.31115324888356,SLC
2020,9,30.134865134865134,41.90554064899615,SLC
2024,5,31.895273401297498,55.08487792850376,SLC
2018,8,30.341232227488153,43.45051266993652,SLC
2022,2,30.642377756471717,45.70504565093274,SLC
2022,7,34.95770676691729,78.0118562841076,SLC
2024,9,31.053639846743295,48.78396881967524,SLC
2024,10,29.797169811320753,39.37737678407441,SLC
2022,11,29.79982206405694,39.3972329356429,SLC
2015,4,34.20175438596491,72.35240126688645,SLC
2015,8,31.532639545884578,52.37001116686288,SLC
2022,3,33.60243055555556,67.86554952276305,SLC
2024,2,31.84325744308231,54.69545925199185,SLC
2020,12,27.58447488584475,22.81198495107507,SLC
2018,5,29.917203311867524,40.27601036738054,SLC
2015,11,29.371482176360225,36.190456440743766,SLC
2015,9,31.215686274509803,49.99713315615175,SLC
2020,4,29.3359375,35.92435039751795,SLC
2015,10,29.254510921177587,35.31474842831576,SLC
2024,1,31.214915797914998,49.991364965270954,SLC
2020,1,32.403770620581305,58.89175414376636,SLC
2024,11,29.015009380863038,33.52171459692849,SLC
2015,3,30.206991720331185,42.445518002432905,SLC
2020,8,30.942583732057415,47.952544643644124,SLC
2022,1,27.187776793622675,19.842095491212778,SLC
2018,9,29.263803680981596,35.3843188899239,SLC
2024,6,30.59760956175299,45.369887523785046,SLC
2022,5,30.473345588235293,44.43958240655193,SLC
2015,7,31.08262108262108,49.0009375136387,SLC
2018,7,31.516314779270633,52.24779542332377,SLC
2020,7,30.20673076923077,42.443564385972785,SLC
2015,6,30.23972602739726,42.690584150815106,SLC
2020,2,31.228406909788866,50.09236648693594,SLC
2020,10,29.688697318007662,38.56529494931935,SLC
2022,6,30.35887487875849,43.58259478749424,SLC
2018,12,31.014319809069214,48.489598446489104,SLC
2018,11,27.107243650047035,19.23918224568858,SLC
2018,6,31.43426294820717,51.63351248873037,SLC
2015,1,27.232456140350877,20.17658845582058,SLC
2022,9,31.721153846153847,53.78132784415509,SLC
2024,4,31.01489757914339,48.49392393553774,SLC
2015,5,31.309946714031973,50.70281612087386,SLC
2018,2,33.96091515729266,70.54935280061181,SLC
2020,5,30.651558073654392,45.7737743082507,SLC
2024,8,32.59697256385998,60.33816496907235,SLC
2022,4,31.49672591206735,52.10114291508559,SLC
2022,12,34.840622683469235,77.13530358025602,SLC
2022,8,31.180358829084042,49.732653417350555,SLC
2018,4,31.785383903792784,54.26218765903275,SLC
2022,10,28.384118190212373,35.14408330202416,MIA
2019,10,31.981546572934974,58.719761642524894,MIA
2020,6,32.01407211961302,58.93291719275441,MIA
2019,5,32.58246527777778,62.65787092142104,MIA
2018,10,31.41552511415525,55.01035080057437,MIA
2021,8,31.30597014925373,54.2923844261699,MIA
2021,6,34.707317073170735,76.58304666362919,MIA
2021,5,32.35105407882676,61.141322039708555,MIA
2019,3,31.40838650865998,54.96356808552033,MIA
2021,10,28.54295837023915,36.185039394393776,MIA
2020,11,34.83291562238931,77.40615436207061,MIA
2020,3,31.81904761904762,57.65482784539486,MIA
2018,1,33.95528804815133,71.65463878156324,MIA
2018,3,29.644549763033176,43.404297591139596,MIA
2020,9,32.77683134582624,63.931645243830324,MIA
2018,8,31.017988552739165,52.4051025222358,MIA
2022,2,30.57046979865772,49.47229689690714,MIA
2019,8,26.3768115942029,21.989237783607066,MIA
2022,7,33.420365535248045,68.14903428867939,MIA
2021,11,30.200546946216956,47.04801453403114,MIA
2019,6,28.794531897265948,37.83372170886431,MIA
2021,9,23.021459227467812,0.0,MIA
2019,1,31.048387096774192,52.6043188011842,MIA
2022,11,31.54385964912281,55.85138872947487,MIA
2019,2,30.575787401574804,49.50714570627269,MIA
2022,3,32.37762237762238,61.315436879483556,MIA
2020,12,29.482142857142858,42.33996702880374,MIA
2018,5,38.28052550231839,100.0,MIA
2021,12,24.78577939835916,11.562438612638017,MIA
2021,7,30.007955449482896,45.785869830908105,MIA
2020,4,31.734234234234233,57.09900494453248,MIA
2021,3,32.522644927536234,62.26583939626713,MIA
2021,2,33.4619093539055,68.42129091244098,MIA
2020,1,29.97721057429353,45.58438387734069,MIA
2019,4,33.5278030993619,68.85312431737876,MIA
2020,8,30.641240569991616,49.93609179797877,MIA
2019,9,33.75,70.30928747071876,MIA
2022,1,30.44750430292599,48.66644486430671,MIA
2018,9,28.40747330960854,35.297140631846894,MIA
2022,5,30.81081081081081,51.047367139240464,MIA
2021,1,25.966117216117215,19.297760004507474,MIA
2019,12,32.304421768707485,60.83571808413667,MIA
2018,7,25.7172131147541,17.666571720245607,MIA
2020,7,30.072639225181597,46.20977372210039,MIA
2020,2,33.0,65.39417676544498,MIA
2020,10,33.878231859883236,71.1496525204111,MIA
2022,6,29.256302521008404,40.859926690380966,MIA
2018,12,31.39740018570102,54.891569427404086,MIA
2018,11,29.527410207939507,42.6366257494704,MIA
2018,6,26.003460207612456,19.542486587527748,MIA
2022,9,27.043230016313213,26.35659821121515,MIA
2019,7,28.007518796992482,32.67604635640456,MIA
2018,2,31.765276430649855,57.30243938708933,MIA
2019,11,27.537735849056602,29.597332760998285,MIA
2020,5,34.565384615384616,75.6528950067087,MIA
2022,4,34.00182315405652,71.95960571117074,MIA
2021,4,31.769953051643192,57.333087533634476,MIA
2022,12,27.3920704845815,28.642717571239366,MIA
2022,8,29.90748898678414,45.12746478246592,MIA
2018,4,32.076427255985266,59.3415603905038,MIA
2024,7,29.101527403414195,39.845610907184565,MIA
2015,2,31.702334630350194,56.889951498473245,MIA
2017,3,31.953488372093023,58.53588275808623,MIA
2017,8,29.79394449116905,44.38335309456906,MIA
2017,10,36.38634471273939,87.58652229788842,MIA
2016,7,28.916819012797074,38.63512798974976,MIA
2015,12,32.98245614035088,65.27920341561402,MIA
2016,11,27.61127596439169,30.079276505199033,MIA
2024,12,29.243614931237722,40.776778812639634,MIA
2023,8,28.032367972742758,32.83889495606778,MIA
2023,9,26.521543985637344,22.937738752326155,MIA
2024,3,32.388475836431226,61.38656481492436,MIA
2023,7,24.54664341761116,9.995265520650506,MIA
2016,5,31.12533097969991,53.108569071415566,MIA
2024,5,32.35840297121634,61.18948286591645,MIA
2023,6,26.71017101710171,24.17390240786552,MIA
2016,2,32.898481973434535,64.72888031324474,MIA
2017,7,29.71698113207547,43.87897518764282,MIA
2024,9,29.489082969432314,42.385448922416685,MIA
2024,10,30.31111111111111,47.77259468135235,MIA
2015,4,32.74812734082397,63.74353409413581,MIA
2015,8,26.729587357330992,24.30114702348975,MIA
2016,9,25.18687707641196,14.191024600981706,MIA
2024,2,29.29137760158573,41.08979056242624,MIA
2023,3,30.581835383159888,49.546781038318215,MIA
2015,11,33.659839715048975,69.71842376171432,MIA
2016,10,36.78260869565217,90.1834307572605,MIA
2015,9,25.982456140350877,19.40483683305884,MIA
2023,2,29.673038229376257,43.590996212339206,MIA
2023,11,31.632379248658317,56.431500237879575,MIA
2017,12,25.365853658536587,15.36394422070712,MIA
2017,9,30.54824561403509,49.32665112656758,MIA
2023,4,33.303341902313626,67.3821221406714,MIA
2023,5,27.914414414414413,32.065888559714736,MIA
2015,10,28.470149253731343,35.70788623707505,MIA
2016,6,29.816176470588236,44.52904994795928,MIA
2024,1,30.975609756097562,52.12737388616945,MIA
2016,12,31.502963590177817,55.58337718664282,MIA
2016,1,35.1082431307244,79.2105079403028,MIA
2016,4,32.09028459273798,59.432374182796934,MIA
2017,4,33.98781630740394,71.86781210859846,MIA
2024,11,29.135864135864136,40.07063602884966,MIA
2015,3,31.17437722419929,53.429992699938744,MIA
2023,10,29.38532110091743,41.70544749476773,MIA
2024,6,32.673010380622834,63.25125652715952,MIA
2015,7,29.70216606498195,43.7818849278152,MIA
2015,6,29.634034766697162,43.33538776306352,MIA
2017,2,29.181726907630523,40.371196829492995,MIA
2016,8,31.860364267129228,57.92559571111745,MIA
2017,11,30.394973070017954,48.32218243067003,MIA
2017,5,32.000903342366755,58.84661586206311,MIA
2015,1,29.688323090430202,43.69116525793237,MIA
2023,12,31.212804328223626,53.68182399375565,MIA
2015,5,33.08675799086758,65.96274360502005,MIA
2024,4,31.946859903381643,58.4924432147224,MIA
2024,8,31.943521594684384,58.47056567230185,MIA
2017,6,34.211802748585285,73.3357029817806,MIA
2017,1,31.05742935278031,52.6635770535782,MIA
2023,1,26.710526315789473,24.1762308510439,MIA
2016,3,30.34038638454462,47.96444962782283,MIA
2024,7,25.024855012427505,59.08634444294189,SAN
2017,3,26.11111111111111,65.20319021273383,SAN
2017,8,27.372400756143666,72.30567206673624,SAN
2017,10,23.783143939393938,52.09411200936227,SAN
2021,8,26.58263305322129,67.85839003205454,SAN
2016,7,27.69493177387914,74.12188510696936,SAN
2024,12,21.065573770491802,36.791129948403956,SAN
2016,11,20.74950690335306,35.011317359483215,SAN
2021,6,27.488306828811975,72.95835385250807,SAN
2023,8,27.748257839721255,74.42217094256677,SAN
2023,9,25.229445506692162,60.238419447076744,SAN
2021,5,29.049429657794676,81.74923436784944,SAN
2021,10,20.74540174249758,34.98820067839523,SAN
2024,3,25.96989966555184,64.40801066487012,SAN
2023,7,25.227272727272727,60.226184250775816,SAN
2016,5,28.79310344827586,80.30582899384781,SAN
2024,5,28.188976377952756,76.9039128904529,SAN
2023,6,26.345226615236257,66.5215242895561,SAN
2021,11,21.86763372620127,41.307631216517855,SAN
2016,2,17.612095933263817,17.34415853409559,SAN
2017,7,26.21973929236499,65.8148892695108,SAN
2021,9,25.281342546890425,60.53065825815101,SAN
2024,9,25.88695652173913,63.94094730938805,SAN
2024,10,26.528803545051698,67.55526924890205,SAN
2016,9,27.066532258064516,70.58328778658776,SAN
2024,2,26.969565217391306,70.03725409041799,SAN
2023,3,32.290480065093575,100.0,SAN
2021,12,26.35004397537379,66.5486514550694,SAN
2016,10,21.59860557768924,39.79269961413146,SAN
2021,7,26.95876288659794,69.97642479657338,SAN
2023,2,22.641083521444695,45.66302504483753,SAN
2023,11,17.06896551724138,14.285722322121014,SAN
2017,12,17.637795275590552,17.48887478801419,SAN
2023,4,27.757826887661142,74.47605546435032,SAN
2017,9,27.82629558541267,74.86161137949054,SAN
2023,5,27.78545119705341,74.6316114517959,SAN
2021,3,25.491803278688526,61.71578931386302,SAN
2016,6,28.35828343313373,77.85730237708935,SAN
2021,2,21.15062761506276,37.2700789273776,SAN
2024,1,23.213722397476342,48.88762713518937,SAN
2016,12,26.598073555166376,67.94533745552191,SAN
2016,1,21.804707933740193,40.95328810360664,SAN
2016,4,26.132075471698112,65.32124318433821,SAN
2017,4,25.835,63.64837355021815,SAN
2024,11,17.06896551724138,14.285722322121014,SAN
2023,10,24.650132860938886,56.976236513551925,SAN
2024,6,28.50982066609735,78.71062774257435,SAN
2021,1,21.985157699443413,41.969423605482596,SAN
2017,2,30.32300884955752,88.92092021713522,SAN
2016,8,28.47933070866142,78.53893492778681,SAN
2017,11,18.29243353783231,21.175225815170798,SAN
2017,5,29.87006737247353,86.37034935136786,SAN
2024,4,25.840787119856888,63.68096155562386,SAN
2023,12,16.811655405405407,12.836776469466237,SAN
2024,8,23.50862068965517,50.54823679548859,SAN
2017,6,31.49906015037594,95.54341415128873,SAN
2021,4,26.91780821917808,69.74580387351116,SAN
2017,1,24.92063492063492,58.499467896627124,SAN
2023,1,29.71195184866724,85.47998079637883,SAN
2016,3,25.820419325433,63.56626792369606,SAN
2022,10,22.567441860465117,45.2483395181102,SAN
2015,2,24.061203319502074,53.65989962153459,SAN
2019,10,19.40222897669706,27.424624593028902,SAN
2020,6,28.039408866995075,76.0616792792368,SAN
2019,5,28.53974121996303,78.87911417368844,SAN
2018,10,24.85632183908046,58.13731278299837,SAN
2015,12,20.813953488372093,35.37422424804195,SAN
2019,3,26.17511520737327,65.56360539101914,SAN
2020,11,21.78088367899008,40.81913070549096,SAN
2020,3,26.575984990619137,67.8209539489296,SAN
2018,1,24.21099290780142,54.503383778408896,SAN
2018,3,26.624413145539908,68.0936590273406,SAN
2020,9,24.482233502538072,56.03077394590383,SAN
2018,8,24.98003992015968,58.83398497826917,SAN
2022,2,21.196388261851016,37.527762929399685,SAN
2019,8,24.843897824030275,58.06735157956241,SAN
2022,7,27.984097287184284,75.75021276282676,SAN
2019,6,28.960843373493976,81.25039377303666,SAN
2019,1,23.580018501387602,50.95028692270738,SAN
2022,11,21.814115308151095,41.00626222125708,SAN
2015,4,24.455292908530318,55.879068046446314,SAN
